"Unnamed: 0","Магазин","Номер заказа","Дата поступления","Статус","Оценка","Текст отзыва","Текст_класс_1","Текст_класс_2","Другое","is_p"
15283,store_0232,"3172139902911R","2011-06-07 10:29:21",Не проверен,5,,,,,
15284,store_0417,"39319701R11130","2011-06-07 10:30:03",Не проверен,5,,,,,
15285,store_0111,"31130136931R40","2011-06-07 10:30:36",Не проверен,5,,,,,
15286,store_0235,"121R9504301403","2011-06-07 10:30:54",Не проверен,5,,,,,
15287,store_0101,"111123157131R9","2011-06-07 10:31:15",Не проверен,5,,,,,
15288,store_0118,"1R191316311230","2011-06-07 10:31:21",Не проверен,5,,,,,
15289,store_0501,"02161195R30136","2011-06-07 10:31:26",Не проверен,5,"Вежливый курьер, все свежее и хорошо упаковано.",,,,
15290,store_0114,"19431140R01631","2011-06-07 10:31:44",Не проверен,3,"Прислали не те губки, как вернуть?",,,,
15291,store_0100,"113138R3049591","2011-06-07 10:31:54",Не проверен,5,Все четко! Товары хорошие,,,,
15292,store_0383,"2213911R260319","2011-06-07 10:32:26",Не проверен,5,,,,,
15293,store_0372,"4R954231171371","2011-06-07 10:32:47",Не проверен,5,,,,,
15294,store_0181,"1011359136310R","2011-06-07 10:33:15",Не проверен,5,,,,,
15295,store_0263,"140931932R3130","2011-06-07 10:33:43",Не проверен,5,спасибо,,,,
15296,store_0476,"13R17451119432","2011-06-07 10:34:24",Не проверен,5,,,,,
15297,store_0271,"61045R31619323","2011-06-07 10:34:36",Не проверен,5,,,,,
15298,store_0100,"34399R65103110","2011-06-07 10:34:36",Не проверен,5,,,,,
15299,store_0431,"149283102R3341","2011-06-07 10:34:43",Не проверен,5,,,,,
15300,store_0142,"123313159111R0","2011-06-07 10:35:02",Не проверен,3,,,,Без описания,
15301,store_0105,R9505311915013,"2011-06-07 10:35:19",Не проверен,5,"Ребята, не завязывайье так сильно пакет. Еле открыла его",,,,
15302,store_048,"3521R151314019","2011-06-07 10:35:51",Не проверен,4,,,,,
15304,store_0281,"911103163R4828","2011-06-07 10:36:24",Не проверен,5,,,,,
15305,store_0248,"1413R992631583","2011-06-07 10:36:31",Не проверен,1,Не вест заказ был собран и выдан,,,Не вест заказ был собран и выдан,
15306,store_0164,"1990943311326R","2011-06-07 10:36:43",Не проверен,5,,,,,
15307,store_0105,"91365R51013835","2011-06-07 10:36:55",Не проверен,5,,,,,
15308,store_0432,"1061003190R831","2011-06-07 10:38:10",Не проверен,5,,,,,
15309,store_0355,"23758411816R38","2011-06-07 10:38:16",Не проверен,5,Быстро. Очень удобно!,,,,
15310,store_0320,"3814R169314510","2011-06-07 10:38:50",Не проверен,5,,,,,
15311,store_0215,R9833106159317,"2011-06-07 10:38:59",Не проверен,5,,,,,
15312,store_0301,"1R117074211093","2011-06-07 10:40:17",Не проверен,5,,,,,
15313,store_0179,"171803201394R5","2011-06-07 10:40:35",Не проверен,5,Все хорошо. Спасибо.,,,,
15314,store_0326,"935811540151R2","2011-06-07 10:40:52",Не проверен,5,,,,,
15315,store_0242,"1103498R501400","2011-06-07 10:40:54",Не проверен,5,,,,,
15316,store_0235,"4R371114153891","2011-06-07 10:41:58",Не проверен,5,Большое спасибо за быструю доставку и качественные товары.Заказываю уже не первый раз и очень довольна.,,,,
15317,store_0165,"12198391R51141","2011-06-07 10:41:58",Не проверен,5,,,,,
15318,store_076,R1326114404910,"2011-06-07 10:42:01",Не проверен,5,,,,,
15319,store_0538,"11R74062134419","2011-06-07 10:42:46",Не проверен,5,,,,,
15320,store_0320,"8914598R832751","2011-06-07 10:42:58",Не проверен,5,,,,,
15321,store_0190,R4230279121381,"2011-06-07 10:43:28",Не проверен,5,,,,,
15322,store_0189,"14114913478R13","2011-06-07 10:43:48",Не проверен,5,,,,,
15323,store_0182,"0995R151314130","2011-06-07 10:43:59",Не проверен,5,,,,,
15324,store_00,"49001R11888143","2011-06-07 10:44:08",Не проверен,1,сырки не те привели,,,сырки не те привели,
15325,store_0231,"132417R0374914","2011-06-07 10:44:41",Не проверен,5,,,,,
15326,store_0104,"61341R10461195","2011-06-07 10:44:51",Не проверен,5,,,,,
15327,store_0352,"1R609530194499","2011-06-07 10:44:59",Не проверен,5,,,,,
15328,store_0345,"914150103759R1","2011-06-07 10:45:07",Не проверен,5,,,,,
15329,store_0307,"4496101R153871","2011-06-07 10:45:08",Не проверен,5,,,,,
15330,store_0139,"7941569112360R","2011-06-07 10:45:29",Не проверен,1,"Доставка курьером - это шанс продать товар, которой должен быть утилизирован?",,,,
15331,store_0176,"14511918716R31","2011-06-07 10:46:11",Не проверен,5,,,,,
15332,store_0173,"6934R122191116","2011-06-07 10:46:16",Не проверен,5,,,,,
15333,store_080,R1405381116749,"2011-06-07 10:46:40",Не проверен,5,,,,,
15334,store_050,"9436641R111961","2011-06-07 10:46:46",Не проверен,5,,,,,
15335,store_0112,"59R51781403001","2011-06-07 10:47:05",Не проверен,1,Удалили товар без замен.,,,,
15336,store_0315,R4921391167130,"2011-06-07 10:47:20",Не проверен,5,,,,,
15337,store_0172,R9013199399741,"2011-06-07 10:47:39",Не проверен,5,,,,,
15338,store_0112,"7694R190110378","2011-06-07 10:48:09",Не проверен,2,"Стеки форели имеют тухлый запах. Они пропавшие, а мне их продали. В других доставках стараются выбрать посвежее, а здесь тухлое привозят.",,,"Стеки форели имеют тухлый запах. Они пропавшие, а мне их продали. В других доставках стараются выбрать посвежее, а здесь тухлое привозят.",
15339,store_040,"4R231189111191","2011-06-07 10:48:12",Не проверен,5,,,,,
15340,store_059,"11036282434R78","2011-06-07 10:48:22",Не проверен,3,"Бананы и апельсины как на подбор - зеленые!!!! 
Простла бесконтактнаю доставку - курьер всемоавно ждал когда я открою дверь!",,,"Бананы и апельсины как на подбор - зеленые!!!! 
Простла бесконтактнаю доставку - курьер всемоавно ждал когда я открою дверь!",
15341,store_0401,"125R9104133891","2011-06-07 10:48:23",Не проверен,5,,,,,
15342,store_0269,"438341101519R1","2011-06-07 10:48:40",Не проверен,5,,,,,
15343,store_0255,"4186234111R935","2011-06-07 10:48:46",Не проверен,5,"Все отлично, спасибо!",,,,
15344,store_0240,"116R0169393481","2011-06-07 10:49:13",Не проверен,5,,,,,
15345,store_0346,"39491911044R11","2011-06-07 10:49:14",Не проверен,5,,,,,
15346,store_0352,"99115311R00984","2011-06-07 10:49:18",Не проверен,2,,Без описания,,Без описания,
15347,store_0320,"9334R400199192","2011-06-07 10:49:20",Не проверен,1,"Долго, много заказанных позиций не было, привезли не весь заказанный и оплаченный товар","Долго, много заказанных позиций не было, привезли не весь заказанный и оплаченный товар",,"Долго, много заказанных позиций не было, привезли не весь заказанный и оплаченный товар",
15348,store_0203,"3159212R803914","2011-06-07 10:49:32",Не проверен,5,,,,,
15350,store_078,"31589561R10108","2011-06-07 10:50:18",Не проверен,4,"Помидоры без ценника, сложно сказать того ли сорта",,,,
15351,store_0298,"2921109030155R","2011-06-07 10:50:20",Не проверен,5,,,,,
